operation,type,manufacturer,engine_type,engines,year_manufacturing,seating,fatalities
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,0,0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2002,0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,QUADRIMOTOR,1997,0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2014,0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2014,8,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,MONOMOTOR,1983,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,***,***,2012,NULL,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,***,***,1991,NULL,0
OPERADOR PARTICULAR,ULTRALEVE,KURT KOFLER,PISTÃO,MONOMOTOR,2015,2,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,NULL,NULL,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,NULL,NULL,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2016,182,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,NULL,4,0
OPERADOR PARTICULAR,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,TURBOEIXO,BIMOTOR,2013,NULL,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2016,173,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,NULL,NULL,0
OPERADOR PARTICULAR,AVIÃO,ISRAEL AIRCRAFT,JATO,BIMOTOR,NULL,NULL,0
ÓRGÃO PÚBLICO,AVIÃO,BEECH AIRCRAFT,TURBOÉLICE,BIMOTOR,NULL,NULL,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2003,278,0
OPERADOR PARTICULAR,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,BIMOTOR,NULL,9,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2004,154,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2004,154,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,QUADRIMOTOR,2015,258,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2001,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2015,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,1992,NULL,0
OPERADOR PARTICULAR,INDETERMINADA,FABRICANTE DESCONHECIDO,***,***,NULL,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,***,NULL,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,2011,NULL,0
OPERADOR DE AERONAVE,AVIÃO,MCDONNELL DOUGLAS,JATO,TRIMOTOR,1999,NULL,0
OPERADOR PARTICULAR,ULTRALEVE,NORTH LAND,PISTÃO,***,1999,2,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,TURBOÉLICE,MONOMOTOR,1990,6,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2011,NULL,0
OPERADOR DE AERONAVE,AVIÃO,TEXTRON AVIATION INC,JATO,BIMOTOR,2015,NULL,0
OPERADOR DE AERONAVE,AVIÃO,BOEING,JATO,BIMOTOR,2013,NULL,0
OPERADOR DE AERONAVE,INDETERMINADA,***,***,***,NULL,NULL,0
OPERADOR PARTICULAR,AVIÃO,TEXTRON AVIATION,TURBOÉLICE,BIMOTOR,2016,9,0
ÓRGÃO PÚBLICO,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,NULL,NULL,0
